"cf_id","contact_id","company_name","description","goal","pledged","outcome","backers_count","country","currency","launch_date","end_date","category_id","subcategory_id"
649,4561,"Cole, Petty and Cameron","Realigned zero administration paradigm","$100.00","$3.00","failed",1,"US","USD","2020-08-12","2021-04-17","cat3 ","subcat9 "
33,5871,"Sims-Gross","Object-based attitude-oriented analyzer","$8,700.00","$4,710.00","failed",83,"US","USD","2021-03-05","2021-03-27","cat3 ","subcat9 "
971,3016,"Hill, Mccann and Moore","Streamlined needs-based knowledge user","$6,900.00","$2,091.00","failed",34,"US","USD","2020-07-21","2021-06-11","cat3 ","subcat9 "
1365,2199,"Larson-Little","Proactive foreground core","$7,600.00","$5,265.00","failed",53,"US","USD","2020-12-21","2021-08-23","cat4 ","subcat4 "
601,4904,"Perez, Johnson and Gardner","Grass-roots zero administration system engine","$6,300.00","$3,030.00","failed",27,"US","USD","2020-08-11","2021-06-26","cat4 ","subcat4 "
2283,2307,"Perez-Hess","Down-sized cohesive archive","$62,500.00","$30,331.00","failed",674,"US","USD","2021-10-12","2021-11-17","cat4 ","subcat4 "
711,5695,"Simmons-Reynolds","Re-engineered intangible definition","$94,000.00","$38,533.00","failed",558,"US","USD","2021-03-14","2021-04-29","cat4 ","subcat4 "
170,3477,"Kim-Rice","Organized bi-directional function","$9,900.00","$5,027.00","failed",88,"DK","DKK","2021-04-14","2021-05-01","cat4 ","subcat4 "
87,5008,"Woods-Clark","Networked tertiary Graphical User Interface","$9,500.00","$4,530.00","failed",48,"US","USD","2021-01-18","2021-03-20","cat4 ","subcat4 "
29,5027,"Hernandez, Rodriguez and Clark","Organic foreground leverage","$7,200.00","$2,459.00","failed",75,"US","USD","2021-03-12","2022-01-05","cat4 ","subcat4 "
1905,2329,"Romero-Hoffman","Open-source zero administration complexity","$199,200.00","$184,750.00","failed",2253,"CA","CAD","2021-06-15","2021-10-26","cat4 ","subcat4 "
2430,3131,"Baker, Morgan and Brown","Assimilated didactic open system","$4,700.00","$557.00","failed",5,"US","USD","2021-06-25","2021-07-16","cat4 ","subcat4 "
1225,5373,"Sanders-Allen","Grass-roots needs-based encryption","$2,900.00","$1,307.00","failed",12,"US","USD","2021-10-05","2021-11-06","cat4 ","subcat4 "
2459,3872,"Martin, Conway and Larsen","Horizontal next generation function","$122,900.00","$95,993.00","failed",1684,"US","USD","2020-12-13","2021-12-26","cat4 ","subcat4 "
2885,5725,"Soto LLC","Triple-buffered reciprocal project","$57,800.00","$40,228.00","failed",838,"US","USD","2021-06-13","2021-11-18","cat4 ","subcat4 "
656,4426,"Kramer Group","Synergistic explicit parallelism","$7,800.00","$6,132.00","failed",106,"US","USD","2021-10-09","2021-11-15","cat4 ","subcat4 "
3146,5758,"Tucker, Fox and Green","Upgradable fault-tolerant approach","$100.00","$1.00","failed",1,"US","USD","2021-06-22","2021-10-23","cat4 ","subcat4 "
1862,2212,"David-Clark","De-engineered motivating standardization","$7,200.00","$6,336.00","failed",73,"US","USD","2021-09-02","2021-12-31","cat4 ","subcat4 "
2999,3209,"Edwards-Lewis","Enhanced scalable concept","$177,700.00","$33,092.00","failed",662,"CA","CAD","2022-01-15","2022-02-03","cat4 ","subcat4 "
1324,2031,"Gross PLC","Proactive methodical benchmark","$180,200.00","$69,617.00","failed",774,"US","USD","2020-03-24","2021-03-11","cat4 ","subcat4 "
1952,5873,"Martinez, Gomez and Dalton","Team-oriented 6thgeneration matrix","$103,200.00","$53,067.00","failed",672,"CA","CAD","2021-03-03","2021-06-16","cat4 ","subcat4 "
2647,6036,"Le, Burton and Evans","Balanced zero-defect software","$7,700.00","$5,488.00","failed",117,"US","USD","2020-12-25","2021-12-02","cat4 ","subcat4 "
2171,3694,"Whitehead, Bell and Hughes","Multi-tiered radical definition","$189,400.00","$176,112.00","failed",5681,"US","USD","2021-07-17","2021-11-12","cat4 ","subcat4 "
1065,5374,"Hall-Schaefer","Distributed eco-centric methodology","$139,500.00","$90,706.00","failed",1194,"US","USD","2021-05-23","2021-07-29","cat4 ","subcat4 "
2354,2966,"Jones, Contreras and Burnett","Sharable intangible migration","$181,200.00","$47,459.00","failed",1130,"US","USD","2021-01-27","2021-12-16","cat4 ","subcat4 "
1358,4478,"Stone-Orozco","Proactive scalable Graphical User Interface","$115,000.00","$86,060.00","failed",782,"US","USD","2021-01-06","2021-05-06","cat4 ","subcat4 "
1055,3017,"Parker Group","Grass-roots foreground policy","$88,800.00","$28,358.00","failed",886,"US","USD","2021-02-10","2021-08-16","cat4 ","subcat4 "
2036,2166,"Walker, Jones and Rodriguez","Networked didactic info-mediaries","$8,200.00","$2,625.00","failed",35,"IT","EUR","2021-06-18","2021-10-07","cat4 ","subcat4 "
879,2651,"Cook LLC","Up-sized dynamic throughput","$3,700.00","$2,538.00","failed",24,"US","USD","2021-02-24","2021-09-04","cat4 ","subcat4 "
3062,1409,"Sutton PLC","Mandatory reciprocal superstructure","$8,400.00","$3,188.00","failed",86,"IT","EUR","2020-07-25","2021-05-11","cat4 ","subcat4 "
835,3855,"Becker, Rice and White","Reduced dedicated capability","$100.00","$2.00","failed",1,"CA","CAD","2020-09-24","2021-05-26","cat4 ","subcat4 "
1417,2604,"Thompson LLC","Customer-focused impactful benchmark","$104,400.00","$99,100.00","failed",1625,"US","USD","2020-06-13","2021-06-17","cat4 ","subcat4 "
2515,4149,"Vargas, Banks and Palmer","Extended 24/7 implementation","$156,800.00","$6,024.00","failed",143,"US","USD","2020-10-07","2021-05-14","cat4 ","subcat4 "
657,5362,"Owens-Le","Focused composite approach","$7,900.00","$667.00","failed",17,"US","USD","2021-07-31","2021-12-01","cat4 ","subcat4 "
1379,5354,"Chavez, Garcia and Cantu","Synergistic explicit capability","$87,300.00","$81,897.00","failed",931,"US","USD","2021-03-28","2021-08-25","cat4 ","subcat4 "
1854,1383,"Singleton Ltd","Enhanced user-facing function","$7,100.00","$3,840.00","failed",101,"US","USD","2020-08-01","2021-07-30","cat4 ","subcat4 "
2476,5745,"Morgan-Jenkins","Fully-configurable background algorithm","$2,400.00","$773.00","failed",15,"US","USD","2021-09-13","2021-12-03","cat4 ","subcat4 "
962,1677,"Drake PLC","Profound object-oriented paradigm","$164,500.00","$150,552.00","failed",2062,"US","USD","2020-02-25","2021-04-06","cat4 ","subcat4 "
2851,4320,"Smith, Jackson and Herrera","Enterprise-wide intermediate middleware","$192,900.00","$68,769.00","failed",1910,"CH","CHF","2021-02-07","2021-10-24","cat4 ","subcat4 "
1607,4213,"Smith-Hess","Grass-roots real-time Local Area Network","$6,100.00","$3,352.00","failed",38,"AU","AUD","2020-04-28","2021-03-10","cat4 ","subcat4 "
3201,3373,"Brown, Herring and Bass","Organized client-driven capacity","$7,200.00","$6,785.00","failed",104,"AU","AUD","2020-11-26","2021-03-11","cat4 ","subcat4 "
1748,4171,"Ferguson, Collins and Mata","Customizable bi-directional hardware","$76,100.00","$24,234.00","failed",245,"US","USD","2020-06-07","2021-05-24","cat4 ","subcat4 "
2547,4617,"Rush, Reed and Hall","Enterprise-wide 3rdgeneration knowledge user","$6,500.00","$514.00","failed",7,"US","USD","2021-08-12","2021-11-18","cat4 ","subcat4 "
1143,4770,"Davis Ltd","Grass-roots optimizing projection","$118,200.00","$87,560.00","failed",803,"US","USD","2021-07-17","2021-11-18","cat4 ","subcat4 "
326,2215,"Lopez, Adams and Johnson","Open-source interactive knowledge user","$9,500.00","$3,220.00","failed",31,"US","USD","2021-07-10","2021-08-03","cat4 ","subcat4 "
1359,3723,"Summers PLC","Cross-group coherent hierarchy","$6,600.00","$1,269.00","failed",30,"US","USD","2020-07-31","2021-03-22","cat4 ","subcat4 "
921,6161,"Saunders Group","Programmable systemic implementation","$6,500.00","$5,897.00","failed",73,"US","USD","2020-05-31","2021-01-31","cat4 ","subcat4 "
2413,5818,"Patterson, Salinas and Lucas","Digitized 3rdgeneration encoding","$2,600.00","$1,002.00","failed",33,"US","USD","2020-04-10","2021-04-15","cat4 ","subcat4 "
2847,2080,"Gibson-Hernandez","Visionary foreground middleware","$47,900.00","$31,864.00","failed",328,"US","USD","2021-02-17","2021-06-09","cat4 ","subcat4 "
3104,2793,"Spencer-Weber","Optional zero-defect task-force","$9,000.00","$4,853.00","failed",147,"US","USD","2020-12-05","2021-07-13","cat4 ","subcat4 "
2834,3186,"Navarro and Sons","Multi-layered bottom-line frame","$180,800.00","$95,958.00","failed",923,"US","USD","2021-05-27","2021-06-01","cat4 ","subcat4 "
906,6033,"Walker-Taylor","Automated uniform concept","$700.00","$1,848.00","successful",43,"US","USD","2021-05-25","2021-09-11","cat4 ","subcat4 "
2514,3460,"Adams, Willis and Sanchez","Expanded hybrid hardware","$2,800.00","$977.00","failed",33,"CA","CAD","2021-04-25","2021-07-05","cat4 ","subcat4 "
2926,4524,"Glass, Nunez and Mcdonald","Open-source systematic protocol","$9,300.00","$3,431.00","failed",40,"IT","EUR","2021-10-12","2022-01-18","cat4 ","subcat4 "
2963,1241,"Brooks, Jones and Ingram","Triple-buffered explicit methodology","$9,900.00","$1,870.00","failed",75,"US","USD","2021-05-12","2022-01-18","cat4 ","subcat4 "
3064,5657,"Nolan, Smith and Sanchez","Multi-channeled logistical matrices","$189,200.00","$128,410.00","failed",2176,"US","USD","2021-10-19","2021-10-24","cat4 ","subcat4 "
2338,6105,"Klein, Stark and Livingston","Phased methodical initiative","$49,700.00","$5,098.00","failed",127,"US","USD","2021-01-17","2021-12-09","cat4 ","subcat4 "
1779,1891,"Reilly, Aguirre and Johnson","Realigned clear-thinking migration","$7,200.00","$2,912.00","failed",44,"GB","GBP","2020-07-18","2021-01-31","cat4 ","subcat4 "
1625,2177,"Gardner Group","Progressive 5thgeneration customer loyalty","$135,500.00","$103,554.00","failed",1068,"US","USD","2021-06-20","2021-11-12","cat4 ","subcat4 "
1285,5512,"Leonard-Mcclain","Virtual foreground throughput","$195,800.00","$168,820.00","failed",3015,"CA","CAD","2021-04-16","2021-08-22","cat4 ","subcat4 "
2835,6055,"Lee LLC","Synchronized secondary analyzer","$29,600.00","$26,527.00","failed",435,"US","USD","2021-03-26","2021-08-24","cat4 ","subcat4 "
1339,2779,"Anderson-Pham","Intuitive needs-based monitoring","$113,500.00","$12,552.00","failed",418,"US","USD","2021-02-01","2021-10-08","cat4 ","subcat4 "
2035,6229,"Bradshaw, Smith and Ryan","Upgradable 24/7 emulation","$1,700.00","$943.00","failed",15,"US","USD","2021-05-09","2021-06-26","cat4 ","subcat4 "
539,6081,"Cochran Ltd","Re-engineered attitude-oriented frame","$8,100.00","$5,487.00","failed",84,"US","USD","2021-04-17","2021-11-03","cat4 ","subcat4 "
2302,3324,"Harper-Bryan","Re-contextualized dedicated hardware","$7,700.00","$6,369.00","failed",91,"US","USD","2020-04-09","2021-03-11","cat4 ","subcat4 "
1729,3710,"Sheppard, Smith and Spence","Cloned asymmetric functionalities","$5,000.00","$1,332.00","failed",46,"US","USD","2021-05-20","2021-10-03","cat4 ","subcat4 "
2776,1487,"Hughes Inc","Streamlined neutral analyzer","$4,000.00","$1,620.00","failed",16,"US","USD","2021-01-17","2021-01-30","cat4 ","subcat4 "
84,3779,"Mcclure LLC","Sharable discrete budgetary management","$196,600.00","$159,931.00","failed",1538,"US","USD","2021-06-12","2021-12-02","cat4 ","subcat4 "
2790,4129,"Rice-Parker","Down-sized actuating infrastructure","$91,400.00","$48,236.00","failed",554,"US","USD","2020-06-03","2021-05-15","cat4 ","subcat4 "
2981,2069,"Richards-Davis","Quality-focused mission-critical structure","$90,600.00","$27,844.00","failed",648,"GB","GBP","2020-06-17","2021-05-22","cat4 ","subcat4 "
1823,3697,"Valdez Ltd","Team-oriented clear-thinking matrix","$100.00","$0.00","failed",0,"US","USD","2020-06-17","2021-06-26","cat4 ","subcat4 "
595,5853,"White LLC","Robust zero-defect project","$168,500.00","$119,510.00","failed",1258,"US","USD","2021-01-01","2022-01-22","cat4 ","subcat4 "
2551,4148,"Smith-Mullins","User-centric intangible neural-net","$147,800.00","$35,498.00","failed",362,"US","USD","2020-12-22","2021-12-21","cat4 ","subcat4 "
2973,5707,"Cox LLC","Phased 24hour flexibility","$8,600.00","$4,797.00","failed",133,"CA","CAD","2020-10-27","2021-06-27","cat4 ","subcat4 "
353,3733,"Johnson-Contreras","Diverse scalable superstructure","$96,700.00","$81,136.00","failed",1979,"US","USD","2020-06-15","2021-05-29","cat4 ","subcat4 "
1265,4838,"Deleon and Sons","Organized value-added access","$184,800.00","$164,109.00","failed",2690,"US","USD","2021-01-11","2021-12-28","cat4 ","subcat4 "
2446,4491,"Mercer, Solomon and Singleton","Distributed human-resource policy","$9,000.00","$8,866.00","failed",92,"US","USD","2020-12-04","2021-05-27","cat4 ","subcat4 "
1714,5260,"Hernandez-Macdonald","Organic high-level implementation","$168,700.00","$141,393.00","failed",1790,"US","USD","2020-04-27","2021-05-18","cat4 ","subcat4 "
1172,3123,"Fuentes LLC","Universal zero-defect concept","$83,300.00","$52,421.00","failed",558,"US","USD","2021-04-09","2021-11-29","cat4 ","subcat4 "
2579,3870,"Moran and Sons","Object-based bottom-line superstructure","$9,700.00","$6,298.00","failed",64,"US","USD","2021-05-10","2021-06-30","cat4 ","subcat4 "
251,4747,"Weber Inc","Up-sized discrete firmware","$157,600.00","$124,517.00","failed",1368,"GB","GBP","2021-01-13","2021-11-02","cat4 ","subcat4 "
2447,1952,"Brown Inc","Object-based bandwidth-monitored concept","$156,800.00","$20,243.00","failed",253,"US","USD","2021-09-19","2021-12-04","cat4 ","subcat4 "
367,5529,"Mcbride PLC","Upgradable leadingedge Local Area Network","$157,300.00","$11,167.00","failed",157,"US","USD","2020-10-18","2021-02-25","cat4 ","subcat4 "
1586,5436,"Case LLC","Ameliorated foreground methodology","$195,900.00","$55,757.00","failed",648,"US","USD","2020-02-28","2021-03-01","cat4 ","subcat4 "
331,2552,"Martinez Inc","Organic upward-trending Graphical User Interface","$7,500.00","$5,803.00","failed",62,"US","USD","2020-07-05","2021-06-08","cat4 ","subcat4 "
2940,1908,"Jackson, Martinez and Ray","Multi-tiered executive toolset","$85,900.00","$55,476.00","failed",750,"US","USD","2021-04-05","2022-01-19","cat4 ","subcat4 "
546,6179,"Williams-Ramirez","Open-architected 24/7 throughput","$8,500.00","$6,750.00","failed",65,"US","USD","2021-01-14","2021-11-04","cat4 ","subcat4 "
221,2917,"Weaver Ltd","Monitored 24/7 approach","$81,600.00","$9,318.00","failed",94,"US","USD","2020-04-12","2021-01-14","cat4 ","subcat4 "
2938,3735,"Richardson, Woodward and Hansen","Pre-emptive context-sensitive support","$119,800.00","$19,769.00","failed",257,"US","USD","2020-11-08","2021-07-24","cat4 ","subcat4 "
932,3431,"Peters-Nelson","Distributed real-time algorithm","$169,400.00","$81,984.00","failed",2928,"CA","CAD","2021-03-15","2021-10-01","cat4 ","subcat4 "
2415,5188,"Yang and Sons","Reactive 6thgeneration hub","$121,700.00","$59,003.00","failed",602,"CH","CHF","2021-04-29","2021-11-21","cat4 ","subcat4 "
117,1631,"Jensen-Brown","Fundamental disintermediate matrix","$9,100.00","$7,438.00","failed",77,"US","USD","2021-04-01","2021-04-11","cat4 ","subcat4 "
1244,4568,"Murphy-Farrell","Implemented exuding software","$9,100.00","$8,906.00","failed",131,"US","USD","2021-01-23","2021-04-17","cat4 ","subcat4 "
564,1830,"Everett-Wolfe","Total optimizing software","$10,000.00","$7,724.00","failed",87,"US","USD","2020-12-09","2021-06-14","cat4 ","subcat4 "
578,5141,"Brown and Sons","Programmable leadingedge budgetary management","$27,500.00","$5,593.00","failed",76,"US","USD","2021-06-08","2022-01-03","cat4 ","subcat4 "
2837,3768,"Kelly-Colon","Stand-alone grid-enabled leverage","$197,900.00","$110,689.00","failed",4428,"AU","AUD","2021-09-18","2021-11-30","cat4 ","subcat4 "
426,1495,"Kelly PLC","Decentralized context-sensitive superstructure","$184,100.00","$159,037.00","failed",1657,"US","USD","2021-03-11","2021-07-05","cat4 ","subcat4 "
865,6108,"Lee-Cobb","Customizable homogeneous firmware","$140,000.00","$94,501.00","failed",926,"CA","CAD","2021-04-14","2022-01-07","cat4 ","subcat4 "
1494,3801,"Bradford-Silva","Reverse-engineered composite hierarchy","$180,400.00","$115,396.00","failed",1748,"US","USD","2020-10-09","2021-06-26","cat4 ","subcat4 "
2570,4474,"Mora-Bradley","Programmable tangible ability","$9,100.00","$7,656.00","failed",79,"US","USD","2021-01-09","2021-08-01","cat4 ","subcat4 "
314,5796,"Lopez, Reid and Johnson","Total real-time hardware","$164,100.00","$96,888.00","failed",889,"US","USD","2021-03-22","2021-09-20","cat4 ","subcat4 "
2288,5443,"Anderson LLC","Customizable full-range artificial intelligence","$6,200.00","$1,260.00","failed",14,"IT","EUR","2020-05-20","2021-06-23","cat4 ","subcat4 "
2560,2444,"Stewart Inc","Versatile mission-critical knowledgebase","$4,200.00","$735.00","failed",10,"US","USD","2021-01-24","2021-04-13","cat4 ","subcat4 "
2762,6028,"Garcia Group","Extended zero administration software","$74,700.00","$1,557.00","failed",15,"US","USD","2021-03-23","2021-06-16","cat4 ","subcat4 "
220,4033,"Nelson, Smith and Graham","Phased system-worthy conglomeration","$5,300.00","$1,592.00","failed",16,"US","USD","2020-01-15","2021-02-03","cat4 ","subcat4 "
2244,2122,"Clark-Conrad","Exclusive bandwidth-monitored orchestration","$3,900.00","$504.00","failed",17,"US","USD","2021-07-27","2021-09-17","cat4 ","subcat4 "
1349,3244,"Taylor-Rowe","Synchronized multimedia frame","$110,800.00","$72,623.00","failed",2201,"US","USD","2021-06-08","2021-11-23","cat4 ","subcat4 "
1582,4643,"Henderson Ltd","Open-architected stable algorithm","$93,800.00","$45,987.00","failed",676,"US","USD","2020-11-30","2021-05-07","cat4 ","subcat4 "
23,3790,"Webb Group","Public-key actuating projection","$108,700.00","$87,293.00","failed",831,"US","USD","2020-12-18","2021-03-14","cat4 ","subcat4 "
120,3339,"Kennedy-Miller","Cross-platform composite migration","$9,000.00","$3,351.00","failed",45,"US","USD","2020-03-08","2021-03-25","cat4 ","subcat4 "
127,1941,"Jordan, Schneider and Hall","Reduced 6thgeneration intranet","$2,000.00","$680.00","failed",7,"US","USD","2021-08-12","2021-10-04","cat4 ","subcat4 "
662,4630,"Reid-Day","Devolved tertiary time-frame","$84,500.00","$73,522.00","failed",1225,"GB","GBP","2021-07-13","2021-08-29","cat4 ","subcat4 "
1097,4530,"Munoz, Cherry and Bell","Cross-platform reciprocal budgetary management","$7,100.00","$4,899.00","failed",70,"US","USD","2021-02-12","2021-06-29","cat4 ","subcat4 "
1307,4088,"Baker-Higgins","Vision-oriented scalable portal","$9,600.00","$4,929.00","failed",154,"US","USD","2020-12-17","2021-07-16","cat4 ","subcat4 "
1300,3667,"Johnson, Turner and Carroll","Persevering zero administration knowledge user","$121,600.00","$1,424.00","failed",22,"US","USD","2021-09-29","2021-11-21","cat4 ","subcat4 "
3130,3273,"Martinez Ltd","Multi-layered upward-trending groupware","$7,300.00","$2,594.00","failed",63,"US","USD","2020-10-31","2021-11-12","cat4 ","subcat4 "
2667,3390,"Hansen-Austin","Adaptive demand-driven encryption","$7,700.00","$6,920.00","failed",121,"US","USD","2020-05-11","2021-03-18","cat4 ","subcat4 "
374,3173,"Charles Inc","Implemented object-oriented synergy","$81,300.00","$31,665.00","failed",452,"US","USD","2020-12-24","2021-12-18","cat4 ","subcat4 "
3020,1531,"Strickland Group","Horizontal secondary interface","$170,800.00","$109,374.00","failed",1886,"US","USD","2020-05-17","2021-04-25","cat4 ","subcat4 "
2390,1803,"Cooper LLC","Multi-layered systematic knowledgebase","$7,800.00","$2,289.00","failed",31,"US","USD","2021-03-13","2021-12-08","cat4 ","subcat4 "
3140,2338,"Adams-Rollins","Integrated demand-driven info-mediaries","$159,800.00","$11,108.00","failed",107,"US","USD","2021-03-25","2021-10-04","cat4 ","subcat4 "
1505,2373,"Berry-Cannon","Organized discrete encoding","$8,800.00","$2,437.00","failed",27,"US","USD","2020-11-10","2021-03-17","cat4 ","subcat4 "
167,2404,"White, Pena and Calhoun","Quality-focused asymmetric adapter","$9,100.00","$1,843.00","failed",41,"US","USD","2020-11-21","2021-11-18","cat4 ","subcat4 "
2508,5427,"Ramirez, Padilla and Barrera","Diverse client-driven conglomeration","$6,400.00","$3,676.00","failed",141,"GB","GBP","2021-02-26","2021-05-02","cat4 ","subcat4 "
316,1542,"Fox Ltd","Extended multimedia firmware","$35,600.00","$20,915.00","failed",225,"AU","AUD","2020-11-18","2021-11-16","cat4 ","subcat4 "
1724,1399,"Davis-Gardner","Synergistic dynamic utilization","$7,200.00","$3,301.00","failed",37,"US","USD","2020-04-21","2021-04-24","cat4 ","subcat4 "
534,2075,"Lowery, Hayden and Cruz","Digitized 24/7 budgetary management","$7,900.00","$5,729.00","failed",112,"US","USD","2021-06-03","2021-06-18","cat4 ","subcat4 "
1303,3540,"Brown Ltd","Enhanced composite contingency","$103,200.00","$1,690.00","failed",21,"US","USD","2020-09-08","2021-01-11","cat4 ","subcat4 "
333,2482,"Luna-Horne","Profound exuding pricing structure","$43,000.00","$5,615.00","failed",78,"US","USD","2020-05-18","2021-05-17","cat4 ","subcat4 "
1722,2706,"Allen Inc","Horizontal optimizing model","$9,600.00","$6,205.00","failed",67,"AU","AUD","2021-03-14","2021-06-20","cat4 ","subcat4 "
878,6103,"Hall, Holmes and Walker","Public-key bandwidth-monitored intranet","$153,700.00","$15,238.00","failed",181,"US","USD","2021-02-17","2021-06-05","cat4 ","subcat4 "
2968,4708,"Smith-Powell","Upgradable clear-thinking hardware","$3,600.00","$961.00","failed",13,"US","USD","2021-09-09","2021-10-21","cat4 ","subcat4 "
513,2030,"Williams, Orozco and Gomez","Persistent content-based methodology","$100.00","$5.00","failed",1,"US","USD","2021-04-22","2021-08-20","cat4 ","subcat4 "
2019,5761,"Glover-Nelson","Inverse context-sensitive info-mediaries","$94,900.00","$57,659.00","failed",594,"US","USD","2021-04-10","2021-05-18","cat4 ","subcat4 "
2494,5395,"Herrera, Bennett and Silva","Programmable multi-state algorithm","$121,100.00","$26,176.00","failed",252,"US","USD","2020-07-30","2021-05-04","cat4 ","subcat4 "
2031,5784,"Butler LLC","Future-proofed upward-trending migration","$6,600.00","$4,814.00","failed",112,"US","USD","2021-10-15","2021-11-30","cat4 ","subcat4 "
1894,5889,"Ortiz, Coleman and Mitchell","Operative upward-trending algorithm","$5,200.00","$1,090.00","failed",18,"GB","GBP","2020-07-31","2021-05-11","cat5 ","subcat5 "
1173,4002,"Jackson PLC","Ergonomic 6thgeneration success","$101,000.00","$87,676.00","failed",2307,"IT","EUR","2021-02-21","2021-11-26","cat5 ","subcat5 "
2660,5493,"Caldwell LLC","Secured executive concept","$99,500.00","$89,288.00","failed",940,"CH","CHF","2021-07-23","2021-07-28","cat5 ","subcat5 "
1879,1665,"Nixon Inc","Centralized national firmware","$800.00","$663.00","failed",26,"US","USD","2020-09-04","2021-04-16","cat5 ","subcat5 "
3111,3458,"Wilson, Hall and Osborne","Advanced global data-warehouse","$168,600.00","$91,722.00","failed",908,"US","USD","2020-11-18","2021-08-16","cat5 ","subcat5 "
2665,3432,"Cole, Smith and Wood","Integrated zero-defect help-desk","$8,900.00","$2,148.00","failed",26,"GB","GBP","2021-05-03","2022-01-25","cat5 ","subcat5 "
896,5698,"Marshall Inc","Open-source multi-tasking data-warehouse","$167,400.00","$22,073.00","failed",441,"US","USD","2021-03-10","2021-04-06","cat5 ","subcat5 "
2905,3895,"Fleming-Oliver","Managed stable function","$178,200.00","$24,882.00","failed",355,"US","USD","2021-02-10","2021-07-26","cat5 ","subcat5 "
197,2131,"Stewart-Coleman","Customer-focused disintermediate toolset","$134,600.00","$59,007.00","failed",1439,"US","USD","2021-01-15","2021-03-09","cat5 ","subcat5 "
1739,3429,"Jackson PLC","Quality-focused client-server core","$163,700.00","$93,963.00","failed",1999,"CA","CAD","2020-12-09","2021-04-07","cat5 ","subcat5 "
694,3176,"Potter, Harper and Everett","Decentralized composite paradigm","$121,400.00","$65,755.00","failed",792,"US","USD","2020-06-12","2021-07-09","cat5 ","subcat5 "
675,1533,"Lane, Ryan and Chapman","Switchable demand-driven help-desk","$6,300.00","$5,674.00","failed",105,"US","USD","2021-02-22","2021-04-01","cat5 ","subcat5 "
1929,2878,"Hunt Group","Reverse-engineered executive emulation","$163,800.00","$78,743.00","failed",2072,"US","USD","2021-01-08","2021-04-13","cat5 ","subcat5 "
699,4744,"Mccann-Le","Focused coherent methodology","$153,600.00","$107,743.00","failed",1796,"US","USD","2021-02-01","2021-07-20","cat5 ","subcat5 "
1956,5534,"Avery, Brown and Parker","Exclusive intangible extranet","$7,900.00","$5,113.00","failed",102,"US","USD","2020-08-11","2021-06-25","cat5 ","subcat5 "
1131,4619,"Smith-Ramos","Persevering optimizing Graphical User Interface","$140,300.00","$5,112.00","failed",82,"DK","DKK","2020-09-20","2021-06-27","cat5 ","subcat5 "
313,2913,"Bailey and Sons","Grass-roots dynamic emulation","$120,700.00","$57,010.00","failed",750,"GB","GBP","2021-06-19","2022-01-03","cat5 ","subcat5 "
550,5370,"Smith-Nguyen","Advanced intermediate Graphic Interface","$9,700.00","$4,932.00","failed",67,"AU","AUD","2021-01-18","2021-06-12","cat5 ","subcat5 "
1052,5566,"Williams and Sons","Public-key bottom-line algorithm","$140,800.00","$88,536.00","failed",2108,"CH","CHF","2020-07-12","2021-03-27","cat5 ","subcat5 "
2736,1344,"Davis-Gonzalez","Balanced regional flexibility","$179,100.00","$93,991.00","failed",1221,"US","USD","2020-05-11","2021-06-01","cat5 ","subcat5 "
1521,4997,"Freeman-French","Multi-layered optimal application","$7,200.00","$6,115.00","failed",75,"US","USD","2020-02-21","2021-02-23","cat5 ","subcat5 "
1950,1299,"Kim Ltd","Assimilated hybrid intranet","$6,300.00","$5,629.00","failed",55,"US","USD","2020-11-14","2021-04-09","cat5 ","subcat7 "
2965,4390,"Rogers, Jacobs and Jackson","Upgradable multi-state instruction set","$121,500.00","$108,161.00","failed",1335,"CA","CAD","2020-09-03","2021-02-24","cat5 ","subcat7 "
476,3528,"Taylor, Cisneros and Romero","Open-source neutral task-force","$157,600.00","$23,159.00","failed",331,"GB","GBP","2021-04-06","2021-08-09","cat5 ","subcat7 "
1383,2896,"Morris Group","Realigned impactful artificial intelligence","$4,800.00","$3,045.00","failed",31,"US","USD","2021-02-14","2021-05-09","cat5 ","subcat7 "
47,5726,"Woods Inc","Upgradable upward-trending portal","$4,000.00","$1,763.00","failed",39,"US","USD","2021-11-17","2021-12-09","cat5 ","subcat7 "
458,5662,"Clark, Mccormick and Mendoza","Self-enabling didactic orchestration","$89,100.00","$13,385.00","failed",243,"US","USD","2021-05-23","2021-06-25","cat5 ","subcat7 "
284,1670,"Becker-Scott","Managed optimizing archive","$7,900.00","$7,875.00","failed",183,"US","USD","2021-12-23","2021-12-26","cat5 ","subcat7 "
514,3072,"King Inc","Ergonomic dedicated focus group","$7,400.00","$6,245.00","failed",56,"US","USD","2020-12-23","2021-09-26","cat5 ","subcat7 "
3042,2670,"Vasquez Inc","Stand-alone asynchronous functionalities","$7,100.00","$1,022.00","failed",31,"US","USD","2020-12-02","2021-07-02","cat5 ","subcat7 "
1715,5100,"Brown-Williams","Multi-channeled responsive product","$161,900.00","$38,376.00","failed",526,"US","USD","2020-06-08","2021-04-07","cat5 ","subcat7 "
218,3506,"Rivera-Pearson","Re-engineered asymmetric challenge","$70,200.00","$35,536.00","failed",523,"AU","AUD","2021-02-21","2021-03-13","cat5 ","subcat7 "
1561,5500,"Ortiz-Roberts","Devolved foreground customer loyalty","$7,800.00","$6,839.00","failed",64,"US","USD","2021-06-09","2021-06-18","cat5 ","subcat7 "
